formula,atom a,atom b,a,b,c,alpha,beta,gamma,bandgap,lowest distortion,vpa,mub,e_form,eform oxygen,e_hull,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
NdLuO3,Nd,Lu,5.699,5.95,8.258,90,90,90,5.041,orthorhombic,14.002,0,-3.769,4.963,0.022,Nd1 Lu1 O3,8,71,63,31,27.6,8,19,87,68,64.2,27.36,87,15.9994,174.9668,158.9674,73.4414,68.9304,15.9994,54.8,1936,1881.2,678.88,748.896,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,201,135,117.2,61.44,66,1.14,3.44,2.3,2.546,1.0728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,14,14,3.6,4.32,0,6,17,11,8.2,3.52,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,2,10,8,5,3.6,2,9.105,34.81,25.705,18.198,10.9116,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,84.8,87.36,12,Nd3+1 Lu3+1 O2-3,-2,3,5,3.273268354
SmScO3,Sm,Sc,5.511,5.778,7.954,90,90,90,4.491,orthorhombic,12.664,0,-3.76,5.249,-0.006,Sm1 Sc1 O3,8,62,54,21.4,16.24,8,11,87,76,59,33.6,87,15.9994,150.36,134.3606,48.6628224,40.67887104,15.9994,54.8,1814,1759.2,664.68,731.856,54.8,3,16,13,10.8,6.24,16,2,6,4,3.2,1.44,2,66,198,132,113.2,56.64,66,1.17,3.44,2.27,2.57,1.044,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,6,6,1.2,1.92,0,3,8,5,5.8,1.12,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,8,8,1.6,2.56,0,2,9,7,4.6,3.12,2,9.105,33.23,24.125,16.556,8.9412,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,79.2,80.64,12,Sm3+1 Sc3+1 O2-3,-2,3,5,3.273268354
LaHoO3,La,Ho,5.849,6.063,8.445,90,90,90,4.546,orthorhombic,14.973,0,-3.759,4.805,0.034,La1 Ho1 O3,8,67,59,29.6,25.92,8,13,87,74,61.4,30.72,87,15.9994,164.93032,148.93092,70.366798,65.2408776,15.9994,54.8,1747,1692.2,620.88,679.296,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,207,141,119.4,64.08,66,1.1,3.44,2.34,2.53,1.092,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,11,11,2.2,3.52,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,3,3,0.6,0.96,0,2,9,7,3.6,2.16,2,9.105,36.8975,27.7925,18.98916667,11.861,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,La3+1 Ho3+1 O2-3,-2,3,5,3.273268354
NdScO3,Nd,Sc,5.565,5.802,8.004,90,90,90,4.473,orthorhombic,12.923,0,-3.736,5.348,-0.022,Nd1 Sc1 O3,8,60,52,21,15.6,8,11,87,76,58.2,34.56,87,15.9994,144.242,128.2426,47.4392224,38.72111104,15.9994,54.8,1814,1759.2,654.48,719.616,54.8,3,16,13,10.8,6.24,16,2,6,4,3.2,1.44,2,66,201,135,113.8,57.36,66,1.14,3.44,2.3,2.564,1.0512,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,4,4,0.8,1.28,0,3,6,3,5.4,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,10,10,2,3.2,0,2,10,8,5,3.6,2,9.105,34.81,25.705,16.872,9.3204,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,84.8,87.36,12,Nd3+1 Sc3+1 O2-3,-2,3,5,3.273268354
CeLuO3,Ce,Lu,5.767,5.994,8.318,90,90,90,5.074,orthorhombic,14.375,0,-3.736,5.161,0.005,Ce1 Lu1 O3,8,71,63,30.6,27.12,8,15,87,72,63.4,28.32,87,15.9994,174.9668,158.9674,72.6162,67.94016,15.9994,54.8,1936,1881.2,634.28,695.376,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,204,138,117.8,62.16,66,1.12,3.44,2.32,2.542,1.0776,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.4,0.48,0,0,14,14,3,4.4,0,4,17,13,7.8,3.68,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.6,4.32,0,0,13,13,2.6,4.16,0,2,22,20,7.4,6.48,2,9.105,37.24,28.135,18.684,11.4948,9.105,0,0,0,0,0,0,0,0.0022471,0.0022471,0.00044942,0.000719072,0,12,194,182,84.8,87.36,12,Ce3+1 Lu3+1 O2-3,-2,3,5,3.273268354
AcHoO3,Ac,Ho,5.975,6.152,8.551,90,90,90,4.552,orthorhombic,15.716,0,-3.731,5.577,-0.004,Ac1 Ho1 O3,8,89,81,36,33.6,8,14,87,73,61.6,30.48,87,15.9994,227,211.0006,87.985704,86.3835648,15.9994,54.8,1747,1692.2,646.88,710.496,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,215,149,121,66,66,1.1,3.44,2.34,2.53,1.092,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,11,11,2.2,3.52,0,3,13,10,6.8,2.48,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,3,3,0.6,0.96,0,2,9,7,3.6,2.16,2,9.105,44.5125,35.4075,20.51216667,13.6886,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ac3+1 Ho3+1 O2-3,-2,3,5,3.273268354
PrTmO3,Pr,Tm,5.763,6.005,8.349,90,90,90,5.007,orthorhombic,14.447,0,-3.729,4.856,0.025,Pr1 Tm1 O3,8,69,61,30.4,26.88,8,17,87,70,63,28.8,87,15.9994,168.93421,152.93481,71.568012,66.6823344,15.9994,54.8,1818,1763.2,637.28,698.976,54.8,3,16,13,10.8,6.24,16,2,6,4,3.6,1.92,2,66,203,137,118.2,62.64,66,1.13,3.44,2.31,2.54,1.08,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,0,0,0,0,0,0,13,13,3.2,3.92,0,5,15,10,7.6,2.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,0,0,0,0,0,0,11,11,2.4,3.44,0,1,11,10,3.6,2.96,2,9.105,35.675,26.57,18.554,11.3388,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,194,182,84.8,87.36,12,Pr3+1 Tm3+1 O2-3,-2,3,5,3.273268354
PrScO3,Pr,Sc,5.596,5.811,8.04,90,90,90,4.487,orthorhombic,13.073,0,-3.721,5.422,-0.029,Pr1 Sc1 O3,8,59,51,20.8,15.36,8,11,87,76,57.8,35.04,87,15.9994,140.90765,124.90825,46.7723524,37.65411904,15.9994,54.8,1814,1759.2,636.48,698.016,54.8,3,16,13,10.8,6.24,16,2,6,4,3.2,1.44,2,66,203,137,114.2,57.84,66,1.13,3.44,2.31,2.562,1.0536,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,3,3,0.6,0.96,0,3,6,3,5.2,0.96,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,11,11,2.2,3.52,0,2,11,9,5.2,3.84,2,9.105,35.675,26.57,17.045,9.528,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,84.8,87.36,12,Pr3+1 Sc3+1 O2-3,-2,3,5,3.273268354
NpScO3,Np,Sc,5.587,5.82,8.002,90,90,90,2.627,orthorhombic,13.01,0.8,-3.713,5.6,-0.069,Np1 Sc1 O3,8,93,85,27.6,26.16,8,11,87,76,58.8,33.84,87,15.9994,237,221.0006,65.9908224,68.40367104,15.9994,54.8,1814,1759.2,579.08,629.136,54.8,3,16,13,10.8,6.24,16,2,7,5,3.4,1.68,2,66,190,124,111.6,54.72,66,1.36,3.44,2.08,2.608,0.9984,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.4,0.48,0,0,4,4,0.8,1.28,0,3,7,4,5.6,1.04,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,3.6,4.32,0,0,10,10,2,3.2,0,2,19,17,6.8,5.76,2,9.105,22.235,13.13,13.60075,5.3949,9.105,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.27E-06,2.03E-06,0,12,194,182,58.4,55.68,12,Np3+1 Sc3+1 O2-3,-2,3,5,3.273268354
AcDyO3,Ac,Dy,5.989,6.176,8.595,90,90,90,4.542,orthorhombic,15.895,0,-3.712,5.48,0.002,Ac1 Dy1 O3,8,89,81,35.8,33.36,8,14,87,73,61.2,30.96,87,15.9994,227,211.0006,87.49964,85.800288,15.9994,54.8,1685,1630.2,634.48,695.616,54.8,3,16,13,10.8,6.24,16,2,7,5,3.8,2.16,2,66,215,149,121,66,66,1.1,3.44,2.34,2.528,1.0944,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,1,1,0.2,0.32,0,0,10,10,2,3.2,0,3,12,9,6.6,2.16,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,9,9,1.8,2.88,0,0,4,4,0.8,1.28,0,2,9,7,3.8,2.16,2,9.105,44.5125,35.4075,20.6135,13.8102,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,91,94.8,12,Ac3+1 Dy3+1 O2-3,-2,3,5,3.273268354
