formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
TcVO3,Tc,V,cubic,-1.206,0.874,1.192,11.127,0.0,3.817,3.817,3.817,90.0,90.0,90.0,0.505,Tc1 V1 O3,8.0,43.0,35.0,18.0,12.0,8.0,46.0,87.0,41.0,72.0,18.0,87.0,15.9994,98.0,82.0006,39.38794,28.066248,15.9994,54.8,2430.0,2375.2,955.48,1080.816,54.8,5.0,16.0,11.0,12.0,4.8,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,153.0,87.0,99.6,40.32,66.0,1.63,3.44,1.81,2.77,0.804,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.6,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,6.0,0.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,7.0,7.0,2.4,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.92,2.0,9.105,14.285,5.18,10.922,2.1804,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Tc+1 V5+1 O2-3,-2.0,5.0,7.0,3.683941988
TmAuO3,Tm,Au,cubic,-1.204,0.902,0.0,13.602,0.0,4.082,4.082,4.082,90.0,90.0,90.0,-0.917,Tm1 Au1 O3,8.0,79.0,71.0,34.4,31.68,8.0,37.0,87.0,50.0,72.8,17.04,87.0,15.9994,196.966569,180.967169,82.7797958,80.13647496,15.9994,54.8,1818.0,1763.2,663.946,730.9752,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,190.0,124.0,104.8,46.56,66.0,1.25,3.44,2.19,2.822,0.7416,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,5.4,6.48,0.0,6.0,25.0,19.0,11.6,6.72,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,2.0,1.0,1.6,0.48,2.0,9.105,29.78,20.675,14.759,6.7848,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Tm3+1 Au3+1 O2-3,-2.0,3.0,5.0,3.273268354
RuNaO3,Ru,Na,orthorhombic,-1.203,0.259,0.001,12.535,0.0,5.361,5.519,8.472,90.0,90.0,90.0,-13.44,Ru1 Na1 O3,8.0,44.0,36.0,15.8,11.28,8.0,2.0,87.0,85.0,63.8,27.84,87.0,15.9994,101.07,85.0706,34.41159386,26.66336246,15.9994,54.8,2607.0,2552.2,628.454,791.4184,54.8,1.0,16.0,15.0,11.4,5.52,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,166.0,100.0,102.0,43.2,66.0,0.93,3.44,2.51,2.69,0.9,3.44,1.0,2.0,1.0,1.6,0.48,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.4,1.76,6.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2,0.72,2.0,9.105,29.24333333,20.13833333,14.01366667,6.091866667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Ru5+1 Na+1 O2-3,-2.0,5.0,7.0,3.683941988
SiSmO3,Si,Sm,cubic,-1.203,2.031,0.0,16.532,0.0,4.356,4.356,4.356,90.0,90.0,90.0,-6.368,Si1 Sm1 O3,8.0,62.0,54.0,20.0,16.8,8.0,23.0,87.0,64.0,72.4,19.76,87.0,15.9994,150.36,134.3606,45.28874,42.028504,15.9994,54.8,1687.0,1632.2,639.28,701.376,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,198.0,132.0,101.4,42.48,66.0,1.17,3.44,2.27,2.678,0.9144,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.2,1.92,0.0,4.0,8.0,4.0,6.0,0.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.6,1.92,2.0,9.105,33.23,24.125,16.197,8.5104,9.105,0.0,0.773,0.773,0.1546,0.24736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,85.8,88.56,12.0,Si4+1 Sm2+1 O2-3,-2.0,4.0,6.0,3.380617019
PdHoO3,Pd,Ho,cubic,-1.203,0.994,0.6,15.991,0.0,4.308,4.308,4.308,90.0,90.0,90.0,-4.397,Pd1 Ho1 O3,8.0,67.0,59.0,27.4,23.28,8.0,33.0,87.0,54.0,71.2,18.96,87.0,15.9994,164.93032,148.93092,63.869704,57.4443648,15.9994,54.8,1828.05,1773.25,747.89,831.708,54.8,3.0,16.0,13.0,12.2,4.56,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,192.0,126.0,105.8,47.76,66.0,1.23,3.44,2.21,2.75,0.828,3.44,0.0,2.0,2.0,1.6,0.64,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,11.0,11.0,2.2,3.52,0.0,6.0,13.0,7.0,8.2,2.64,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,3.0,3.0,1.8,0.72,2.0,9.105,30.73333333,21.62833333,14.49166667,6.496666667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Pd0+1 Ho0+1 O0+3,0.0,0.0,0.0,0.0
ZrAsO3,Zr,As,cubic,-1.202,1.46,0.267,12.281,0.0,3.945,3.945,3.945,90.0,90.0,90.0,0.094,Zr1 As1 O3,8.0,40.0,32.0,19.4,13.68,8.0,44.0,87.0,43.0,77.8,13.52,87.0,15.9994,91.224,75.2246,42.82876,32.195232,15.9994,54.8,2128.0,2073.2,676.48,746.016,54.8,4.0,16.0,12.0,13.4,3.76,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,175.0,109.0,98.4,38.88,66.0,1.33,3.44,2.11,2.766,0.8088,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,7.4,3.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.84,2.0,9.105,23.195,14.09,14.537,6.5184,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64,12.0,Zr4+1 As2+1 O2-3,-2.0,4.0,6.0,3.380617019
BeTmO3,Be,Tm,cubic,-1.202,1.95,0.204,14.621,0.0,4.181,4.181,4.181,90.0,90.0,90.0,-4.789,Be1 Tm1 O3,4.0,69.0,65.0,19.4,19.84,8.0,37.0,87.0,50.0,73.0,16.8,87.0,9.012182,168.93421,159.922028,45.1889184,49.49811664,15.9994,54.8,1818.0,1763.2,708.48,784.416,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,190.0,124.0,96.8,37.28,66.0,1.25,3.44,2.19,2.628,0.9744,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,15.0,13.0,7.0,3.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.4,0.72,2.0,7.89,29.78,21.89,12.997,6.7132,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Be0+1 Tm0+1 O0+3,0.0,0.0,0.0,0.0
ZrRhO3,Zr,Rh,cubic,-1.202,1.289,0.001,11.744,0.0,3.887,3.887,3.887,90.0,90.0,90.0,-1.402,Zr1 Rh1 O3,8.0,45.0,37.0,21.8,16.56,8.0,44.0,87.0,43.0,72.8,17.04,87.0,15.9994,102.9055,86.9061,48.42554,38.911368,15.9994,54.8,2237.0,2182.2,905.88,1021.296,54.8,4.0,16.0,12.0,12.2,4.56,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,175.0,109.0,103.0,44.4,66.0,1.33,3.44,2.11,2.786,0.7848,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.2,1.12,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.84,2.0,9.105,23.195,14.09,12.83,4.47,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Zr3+1 Rh3+1 O2-3,-2.0,3.0,5.0,3.273268354
PtNpO3,Pt,Np,cubic,-1.201,1.262,0.19,18.836,0.0,4.55,4.55,4.55,90.0,90.0,90.0,-2.614,Pt1 Np1 O3,8.0,93.0,85.0,39.0,37.2,8.0,22.0,87.0,65.0,69.2,21.36,87.0,15.9994,237.0,221.0006,96.01644,96.020448,15.9994,54.8,2041.4,1986.6,624.56,683.712,54.8,3.0,16.0,13.0,12.2,4.56,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,190.0,124.0,104.8,46.56,66.0,1.36,3.44,2.08,2.792,0.7776,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,9.0,9.0,2.0,2.8,0.0,0.0,14.0,14.0,3.6,4.32,0.0,6.0,24.0,18.0,9.8,5.68,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,2.0,2.8,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,19.0,17.0,5.4,5.44,2.0,9.105,18.45375,9.34875,12.15775,3.6633,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,Pt2+1 Np4+1 O2-3,-2.0,4.0,6.0,3.380617019
RhLuO3,Rh,Lu,cubic,-1.197,1.251,0.8,14.691,0.0,4.188,4.188,4.188,90.0,90.0,90.0,-4.931,Rh1 Lu1 O3,8.0,71.0,63.0,28.0,24.0,8.0,41.0,87.0,46.0,72.2,17.76,87.0,15.9994,174.9668,158.9674,65.1741,59.00964,15.9994,54.8,2237.0,2182.2,867.48,975.216,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,187.0,121.0,105.4,47.28,66.0,1.27,3.44,2.17,2.774,0.7992,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,17.0,11.0,8.8,3.36,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,28.865,19.76,13.964,5.9604,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Rh3+1 Lu3+1 O2-3,-2.0,3.0,5.0,3.273268354
RhLuO3,Rh,Lu,cubic,-1.197,1.251,0.8,14.691,0.0,4.188,4.188,4.188,90.0,90.0,90.0,-4.931,Rh1 Lu1 O3,8.0,71.0,63.0,28.0,24.0,8.0,41.0,87.0,46.0,72.2,17.76,87.0,15.9994,174.9668,158.9674,65.1741,59.00964,15.9994,54.8,2237.0,2182.2,867.48,975.216,54.8,3.0,16.0,13.0,12.0,4.8,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,187.0,121.0,105.4,47.28,66.0,1.27,3.44,2.17,2.774,0.7992,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,8.0,8.0,1.8,2.48,0.0,0.0,14.0,14.0,2.8,4.48,0.0,6.0,17.0,11.0,8.8,3.36,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,3.6,2.16,2.0,9.105,28.865,19.76,13.964,5.9604,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Rh3+1 Lu3+1 O2-3,-2.0,3.0,5.0,3.273268354
PtPuO3,Pt,Pu,cubic,-1.197,0.996,0.388,15.714,0.0,4.283,4.283,4.283,90.0,90.0,90.0,-2.125,Pt1 Pu1 O3,8.0,94.0,86.0,39.2,37.44,8.0,24.0,87.0,63.0,69.6,20.88,87.0,15.9994,244.0,228.0006,97.41644,97.700448,15.9994,54.8,2041.4,1986.6,623.76,682.752,54.8,3.0,16.0,13.0,12.2,4.56,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,187.0,121.0,104.2,45.84,66.0,1.28,3.44,2.16,2.776,0.7968,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,24.0,18.0,10.0,5.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,3.2,1.92,2.0,9.105,18.08,8.975,12.083,3.5736,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,225.0,214.0,54.4,68.24,12.0,Pt2+1 Pu4+1 O2-3,-2.0,4.0,6.0,3.380617019
AgPmO3,Ag,Pm,cubic,-1.194,0.757,-0.025,17.337,0.0,4.426,4.426,4.426,90.0,90.0,90.0,-3.507,Ag1 Pm1 O3,8.0,61.0,53.0,26.4,22.08,8.0,21.0,87.0,66.0,69.4,21.12,87.0,15.9994,145.0,129.0006,60.17328,53.008656,15.9994,54.8,1373.0,1318.2,554.466,599.5992,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,199.0,133.0,108.4,50.88,66.0,1.155,3.44,2.285,2.681,0.9108,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,5.0,5.0,1.0,1.6,0.0,6.0,11.0,5.0,7.2,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,33.8425,24.7375,15.4975,7.671,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Ag3+1 Pm3+1 O2-3,-2.0,3.0,5.0,3.273268354
SiTbO3,Si,Tb,cubic,-1.193,1.97,0.009,15.745,0.0,4.286,4.286,4.286,90.0,90.0,90.0,-5.984,Si1 Tb1 O3,8.0,65.0,57.0,20.6,17.76,8.0,29.0,87.0,58.0,73.6,17.84,87.0,15.9994,158.92535,142.92595,47.00181,44.769416,15.9994,54.8,1687.0,1632.2,696.08,769.536,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,194.0,128.0,100.6,41.52,66.0,1.21,3.44,2.23,2.686,0.9048,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,4.0,11.0,7.0,6.6,1.76,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,5.0,3.0,3.0,1.2,2.0,9.105,31.73666667,22.63166667,15.89833333,8.152,9.105,0.0,0.773,0.773,0.1546,0.24736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,91.4,95.28,12.0,Si0+1 Tb0+1 O0+3,0.0,0.0,0.0,0.0
IrZrO3,Ir,Zr,cubic,-1.191,1.308,0.608,13.892,0.0,4.111,4.111,4.111,90.0,90.0,90.0,-2.392,Ir1 Zr1 O3,8.0,77.0,69.0,28.2,24.24,8.0,44.0,87.0,43.0,73.0,16.8,87.0,15.9994,192.217,176.2176,66.28784,60.346128,15.9994,54.8,2739.0,2684.2,1006.28,1141.776,54.8,4.0,16.0,12.0,12.2,4.56,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,175.0,109.0,102.8,44.16,66.0,1.33,3.44,2.11,2.77,0.804,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,7.0,7.0,1.8,2.16,0.0,0.0,14.0,14.0,2.8,4.48,0.0,4.0,23.0,19.0,9.0,5.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,2.2,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.4,1.84,2.0,9.105,23.195,14.09,12.944,4.6068,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Ir4+1 Zr2+1 O2-3,-2.0,4.0,6.0,3.380617019
MoDyO3,Mo,Dy,cubic,-1.191,1.704,0.599,15.572,0.0,4.27,4.27,4.27,90.0,90.0,90.0,-5.636,Mo1 Dy1 O3,8.0,66.0,58.0,26.4,22.08,8.0,31.0,87.0,56.0,68.4,22.32,87.0,15.9994,162.5,146.5006,61.29164,54.350688,15.9994,54.8,2896.0,2841.2,949.08,1073.136,54.8,3.0,16.0,13.0,11.4,5.52,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,192.0,126.0,108.8,51.36,66.0,1.22,3.44,2.22,2.74,0.84,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,10.0,10.0,2.0,3.2,0.0,6.0,12.0,6.0,7.2,1.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,6.0,4.0,3.2,1.44,2.0,9.105,31.24,22.135,14.849,6.8928,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Mo3+1 Dy3+1 O2-3,-2.0,3.0,5.0,3.273268354
BNbO3,B,Nb,cubic,-1.19,1.383,-0.001,12.499,1.744,3.968,3.968,3.968,90.0,90.0,90.0,4.31,B1 Nb1 O3,5.0,41.0,36.0,14.0,10.8,8.0,47.0,87.0,40.0,76.0,13.2,87.0,10.811,92.90638,82.09538,30.343116,25.0253056,15.9994,54.8,2750.0,2695.2,1052.48,1197.216,54.8,5.0,16.0,11.0,13.2,3.36,16.0,2.0,5.0,3.0,2.6,0.96,2.0,66.0,164.0,98.0,89.2,29.92,66.0,1.6,3.44,1.84,2.792,0.7776,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,4.0,4.0,0.8,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.2,0.96,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,6.0,6.0,1.2,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.6,1.92,2.0,7.1725,18.18,11.0075,10.5335,3.0586,9.105,0.0,1.524,1.524,0.3048,0.48768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,86.2,89.04,12.0,B3+1 Nb3+1 O2-3,-2.0,3.0,5.0,3.273268354
TcErO3,Tc,Er,cubic,-1.19,1.524,1.005,15.116,0.0,4.228,4.228,4.228,90.0,90.0,90.0,-5.164,Tc1 Er1 O3,8.0,68.0,60.0,27.0,22.8,8.0,35.0,87.0,52.0,69.8,20.64,87.0,15.9994,167.259,151.2596,62.65144,55.982448,15.9994,54.8,2430.0,2375.2,872.88,981.696,54.8,3.0,16.0,13.0,11.6,5.28,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,189.0,123.0,106.8,48.96,66.0,1.24,3.44,2.2,2.692,0.8976,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,12.0,12.0,2.4,3.84,0.0,6.0,14.0,8.0,7.8,2.48,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,2.0,2.0,0.4,0.64,0.0,2.0,5.0,3.0,2.6,0.96,2.0,9.105,30.585,21.48,14.437,6.4592,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tc3+1 Er3+1 O2-3,-2.0,3.0,5.0,3.273268354
