formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
NdYO3,Nd,Y,cubic,-3.065,0.649,0.0,15.735,1.82,4.285,4.285,4.285,90.0,90.0,90.0,4.343,Nd1 Y1 O3,8.0,60.0,52.0,24.6,19.92,8.0,12.0,87.0,75.0,58.4,34.32,87.0,15.9994,144.242,128.2426,56.22921,48.275772,15.9994,54.8,1799.0,1744.2,651.48,716.016,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,201.0,135.0,117.8,62.16,66.0,1.14,3.44,2.3,2.536,1.0848,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,0.8,1.28,0.0,3.0,6.0,3.0,5.4,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,5.0,3.6,2.0,9.105,34.81,25.705,18.898,11.7516,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Nd3+1 Y3+1 O2-3,-2.0,3.0,5.0,3.273268354
TbCrO3,Tb,Cr,orthorhombic,-3.064,-0.043,0.6,11.209,2.475,5.286,5.578,7.603,90.0,90.0,90.0,4.313,Tb1 Cr1 O3,8.0,65.0,57.0,22.6,17.52,8.0,29.0,87.0,58.0,67.8,23.04,87.0,15.9994,158.92535,142.92595,51.78393,42.941436,15.9994,54.8,2180.0,2125.2,794.68,887.856,54.8,3.0,16.0,13.0,11.4,5.52,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,194.0,128.0,106.2,48.24,66.0,1.21,3.44,2.23,2.638,0.9624,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,9.0,9.0,1.8,2.88,0.0,6.0,11.0,5.0,7.0,1.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,6.0,4.0,3.4,1.68,2.0,9.105,31.73666667,22.63166667,14.04833333,7.075333333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Tb3+1 Cr3+1 O2-3,-2.0,3.0,5.0,3.273268354
GdErO3,Gd,Er,cubic,-3.062,0.783,0.0,15.015,1.779,4.219,4.219,4.219,90.0,90.0,90.0,4.376,Gd1 Er1 O3,8.0,68.0,60.0,31.2,27.84,8.0,27.0,87.0,60.0,64.6,26.88,87.0,15.9994,167.259,151.2596,74.50144,70.202448,15.9994,54.8,1770.0,1715.2,704.08,779.136,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,196.0,130.0,116.6,60.72,66.0,1.2,3.44,2.24,2.552,1.0656,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,12.0,12.0,3.8,4.56,0.0,6.0,14.0,8.0,8.4,2.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.8,2.16,0.0,2.0,16.0,14.0,4.8,4.48,2.0,9.105,32.05,22.945,17.99,10.662,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Gd3+1 Er3+1 O2-3,-2.0,3.0,5.0,3.273268354
TmLuO3,Tm,Lu,cubic,-3.061,0.886,0.0,14.17,1.726,4.138,4.138,4.138,90.0,90.0,90.0,1.867,Tm1 Lu1 O3,8.0,71.0,63.0,32.8,29.76,8.0,37.0,87.0,50.0,67.8,23.04,87.0,15.9994,174.9668,158.9674,78.379842,74.8565304,15.9994,54.8,1936.0,1881.2,783.68,874.656,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,190.0,124.0,115.0,58.8,66.0,1.25,3.44,2.19,2.568,1.0464,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,5.4,6.48,0.0,6.0,17.0,11.0,10.0,4.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,29.78,20.675,17.192,9.7044,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tm3+1 Lu3+1 O2-3,-2.0,3.0,5.0,3.273268354
CaScO3,Ca,Sc,orthorhombic,-3.059,0.14,0.2,12.549,0.0,5.624,5.832,7.652,90.0,90.0,90.0,-0.806,Ca1 Sc1 O3,8.0,21.0,13.0,13.0,6.0,8.0,7.0,87.0,80.0,55.8,37.44,87.0,15.9994,44.955912,28.956512,26.6064224,12.72842688,15.9994,54.8,1814.0,1759.2,618.68,676.656,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,176.0,110.0,108.8,51.36,66.0,1.0,3.44,2.44,2.536,1.0848,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,37.77,28.665,17.464,10.0308,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Ca0+1 Sc0+1 O0+3,0.0,0.0,0.0,0.0
SrTmO3,Sr,Tm,orthorhombic,-3.059,0.146,0.2,15.041,0.0,5.912,6.079,8.37,90.0,90.0,90.0,-0.296,Sr1 Tm1 O3,8.0,69.0,61.0,26.2,21.84,8.0,8.0,87.0,79.0,61.2,30.96,87.0,15.9994,168.93421,152.93481,60.910482,53.8932984,15.9994,54.8,1818.0,1763.2,606.48,662.016,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,195.0,129.0,116.6,60.72,66.0,0.95,3.44,2.49,2.504,1.1232,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.6,4.16,0.0,2.0,15.0,13.0,7.0,3.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.4,0.72,2.0,9.105,54.23,45.125,22.265,15.792,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Sr0+1 Tm0+1 O0+3,0.0,0.0,0.0,0.0
EuPmO3,Eu,Pm,orthorhombic,-3.057,0.14,0.201,15.65,0.0,5.961,6.169,8.513,90.0,90.0,90.0,-1.079,Eu1 Pm1 O3,8.0,63.0,55.0,29.6,25.92,8.0,21.0,87.0,66.0,61.4,30.72,87.0,15.9994,151.964,135.9646,68.99244,63.591648,15.9994,54.8,1373.0,1318.2,526.48,566.016,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,199.0,133.0,119.0,63.6,66.0,1.155,3.44,2.285,2.532,1.0896,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.4,2.88,0.0,6.0,9.0,3.0,6.8,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.2,3.84,0.0,2.0,9.0,7.0,4.4,2.88,2.0,9.105,36.46,27.355,19.5235,12.5022,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Eu3+1 Pm3+1 O2-3,-2.0,3.0,5.0,3.273268354
PmDyO3,Pm,Dy,cubic,-3.055,0.708,0.0,15.647,1.763,4.277,4.277,4.277,90.0,90.0,90.0,2.34,Pm1 Dy1 O3,8.0,66.0,58.0,30.2,26.64,8.0,21.0,87.0,66.0,62.6,29.28,87.0,15.9994,162.5,146.5006,71.09964,66.120288,15.9994,54.8,1685.0,1630.2,644.48,707.616,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,199.0,133.0,117.8,62.16,66.0,1.155,3.44,2.285,2.539,1.0812,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,3.6,0.0,6.0,12.0,6.0,7.4,1.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6,3.12,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,33.8425,24.7375,18.4795,11.2494,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Pm3+1 Dy3+1 O2-3,-2.0,3.0,5.0,3.273268354
CeGdO3,Ce,Gd,cubic,-3.055,0.601,0.0,16.458,1.632,4.35,4.35,4.35,90.0,90.0,90.0,4.348,Ce1 Gd1 O3,8.0,64.0,56.0,29.2,25.44,8.0,15.0,87.0,72.0,60.6,31.68,87.0,15.9994,157.25,141.2506,69.07284,63.688128,15.9994,54.8,1586.0,1531.2,564.28,611.376,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,204.0,138.0,119.6,64.32,66.0,1.12,3.44,2.32,2.528,1.0944,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,7.0,7.0,1.6,2.16,0.0,4.0,10.0,6.0,6.4,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,13.0,13.0,4.0,4.8,0.0,2.0,22.0,20.0,8.8,8.16,2.0,9.105,37.24,28.135,19.321,12.2592,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Ce3+1 Gd3+1 O2-3,-2.0,3.0,5.0,3.273268354
TmHfO3,Tm,Hf,cubic,-3.054,0.64,0.0,13.424,0.0,4.064,4.064,4.064,90.0,90.0,90.0,4.327,Tm1 Hf1 O3,8.0,72.0,64.0,33.0,30.0,8.0,37.0,87.0,50.0,68.6,22.08,87.0,15.9994,178.49,162.4906,79.084482,75.7020984,15.9994,54.8,2506.0,2451.2,897.68,1011.456,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,190.0,124.0,112.6,55.92,66.0,1.25,3.44,2.19,2.574,1.0392,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,14.0,14.0,5.4,6.48,0.0,6.0,18.0,12.0,10.2,5.04,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,1.0,1.0,0.2,0.32,0.0,1.0,8.0,7.0,3.0,2.0,2.0,9.105,29.78,20.675,15.859,8.1048,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tm0+1 Hf0+1 O0+3,0.0,0.0,0.0,0.0
ZrUO3,Zr,U,orthorhombic,-3.052,0.348,0.644,14.514,0.0,6.103,6.358,7.481,90.0,90.0,90.0,-1.56,Zr1 U1 O3,8.0,92.0,84.0,31.2,27.84,8.0,20.0,87.0,67.0,65.0,26.4,87.0,15.9994,238.02891,222.02951,75.450222,71.3409864,15.9994,54.8,2128.0,2073.2,740.08,822.336,54.8,3.0,16.0,13.0,11.0,6.0,16.0,2.0,7.0,5.0,3.6,1.92,2.0,66.0,196.0,130.0,113.8,57.36,66.0,1.33,3.44,2.11,2.606,1.0008,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,3.0,3.0,0.6,0.96,0.0,4.0,6.0,2.0,5.6,0.64,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,11.0,11.0,2.2,3.52,0.0,2.0,20.0,18.0,6.8,5.76,2.0,9.105,23.195,14.09,14.107,6.0024,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,Zr2+1 U4+1 O2-3,-2.0,4.0,6.0,3.380617019
SrScO3,Sr,Sc,orthorhombic,-3.05,0.091,0.2,13.599,0.0,5.743,5.813,8.148,90.0,90.0,90.0,-0.088,Sr1 Sc1 O3,8.0,38.0,30.0,16.6,10.32,8.0,8.0,87.0,79.0,56.0,37.2,87.0,15.9994,87.62,71.6206,36.1148224,24.13850688,15.9994,54.8,1814.0,1759.2,605.68,661.056,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,195.0,129.0,112.6,55.92,66.0,0.95,3.44,2.49,2.526,1.0968,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,54.23,45.125,20.756,13.9812,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Sr0+1 Sc0+1 O0+3,0.0,0.0,0.0,0.0
PuTaO3,Pu,Ta,orthorhombic,-3.05,0.082,1.149,13.127,0.0,5.677,5.683,8.137,90.0,90.0,90.0,4.929,Pu1 Ta1 O3,8.0,94.0,86.0,38.2,36.24,8.0,24.0,87.0,63.0,66.6,24.48,87.0,15.9994,244.0,228.0006,94.589216,94.3077792,15.9994,54.8,3290.0,3235.2,873.48,982.416,54.8,3.0,16.0,13.0,11.2,5.76,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,187.0,121.0,111.0,54.0,66.0,1.28,3.44,2.16,2.62,0.984,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,19.0,13.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,8.0,8.0,1.6,2.56,0.0,2.0,8.0,6.0,4.2,2.64,2.0,9.105,18.12,9.015,12.703,4.3176,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,229.0,218.0,55.2,69.52,12.0,Pu3+1 Ta3+1 O2-3,-2.0,3.0,5.0,3.273268354
ULiO3,U,Li,orthorhombic,-3.047,0.099,0.2,10.735,2.256,5.167,5.647,7.359,90.0,90.0,90.0,-2.292,U1 Li1 O3,3.0,92.0,89.0,23.8,27.28,8.0,1.0,87.0,86.0,56.4,36.72,87.0,6.941,238.02891,231.08791,58.593622,71.7741152,15.9994,54.8,1408.0,1353.2,405.218,420.5016,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,7.0,5.0,3.0,1.6,2.0,66.0,196.0,130.0,104.4,46.08,66.0,0.98,3.44,2.46,2.536,1.0848,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,0.6,0.96,0.0,1.0,6.0,5.0,5.0,1.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,2.2,3.52,0.0,1.0,20.0,19.0,5.4,5.84,2.0,9.105,20.025,10.92,12.78666667,4.418,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,65.6,65.36,12.0,U5+1 Li+1 O2-3,-2.0,5.0,7.0,3.683941988
CsUO3,Cs,U,orthorhombic,-3.045,0.01,0.2,17.228,2.721,6.245,6.245,8.834,90.0,90.0,90.0,4.067,Cs1 U1 O3,8.0,92.0,84.0,34.2,31.44,8.0,5.0,87.0,82.0,57.2,35.76,87.0,15.9994,238.02891,222.02951,83.78651238,81.34453486,15.9994,54.8,1408.0,1353.2,374.798,413.2808,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,244.0,178.0,127.6,73.92,66.0,0.79,3.44,2.65,2.498,1.1304,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,0.6,0.96,0.0,1.0,6.0,5.0,5.0,1.6,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,11.0,11.0,2.2,3.52,0.0,1.0,20.0,19.0,5.4,5.84,2.0,9.105,115.765,106.66,32.621,33.2576,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,65.6,65.36,12.0,Cs+1 U5+1 O2-3,-2.0,5.0,7.0,3.683941988
TbLuO3,Tb,Lu,cubic,-3.044,0.717,0.0,14.289,2.003,4.149,4.149,4.149,90.0,90.0,90.0,4.647,Tb1 Lu1 O3,8.0,71.0,63.0,32.0,28.8,8.0,29.0,87.0,58.0,66.2,24.96,87.0,15.9994,174.9668,158.9674,76.37807,72.454404,15.9994,54.8,1936.0,1881.2,745.88,829.296,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,194.0,128.0,115.8,59.76,66.0,1.21,3.44,2.23,2.56,1.056,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,4.6,5.52,0.0,6.0,17.0,11.0,9.2,3.84,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,5.0,5.0,1.0,1.6,0.0,2.0,9.0,7.0,4.0,2.4,2.0,9.105,31.73666667,22.63166667,17.58333333,10.174,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tb3+1 Lu3+1 O2-3,-2.0,3.0,5.0,3.273268354
BaScO3,Ba,Sc,cubic,-3.043,0.066,0.2,14.6,0.0,4.179,4.179,4.179,90.0,90.0,90.0,0.463,Ba1 Sc1 O3,8.0,56.0,48.0,20.2,14.64,8.0,9.0,87.0,78.0,56.2,36.96,87.0,15.9994,137.327,121.3276,46.0562224,36.50831104,15.9994,54.8,1814.0,1759.2,595.68,649.056,54.8,2.0,16.0,14.0,10.6,6.48,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,215.0,149.0,116.6,60.72,66.0,0.89,3.44,2.55,2.514,1.1112,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.68,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,63.59,54.485,22.628,16.3848,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Ba0+1 Sc0+1 O0+3,0.0,0.0,0.0,0.0
AcEuO3,Ac,Eu,orthorhombic,-3.04,0.108,0.2,16.695,0.0,6.033,6.3,8.784,90.0,90.0,90.0,-0.381,Ac1 Eu1 O3,8.0,89.0,81.0,35.2,32.64,8.0,14.0,87.0,73.0,60.0,32.4,87.0,15.9994,227.0,211.0006,85.39244,83.271648,15.9994,54.8,1323.0,1268.2,516.48,554.016,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,122.2,67.44,66.0,1.1,3.44,2.34,2.521,1.1028,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,7.0,7.0,1.4,2.24,0.0,3.0,9.0,6.0,6.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,7.0,7.0,1.4,2.24,0.0,2.0,9.0,7.0,4.4,2.88,2.0,9.105,44.5125,35.4075,21.6575,15.063,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,Ac3+1 Eu3+1 O2-3,-2.0,3.0,5.0,3.273268354
