formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state
NpCuO3,Np,Cu,rhombohedral,-2.167,0.381,0.764,11.006,0.0,5.365,5.365,5.365,60.3,60.3,60.3,1.586,Np1 Cu1 O3,8.0,93.0,85.0,29.2,25.52,8.0,22.0,87.0,65.0,69.4,21.12,87.0,15.9994,237.0,221.0006,69.70884,66.916464,15.9994,54.8,1357.77,1302.97,487.834,519.6408,54.8,3.0,16.0,13.0,12.4,4.32,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,190.0,124.0,104.0,45.6,66.0,1.36,3.44,2.08,2.716,0.8688,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.2,3.12,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,11.0,5.0,7.2,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,10.0,10.0,2.0,3.2,0.0,1.0,19.0,18.0,5.2,5.52,2.0,9.105,18.45375,9.34875,11.36775,2.8344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.6,64.16,12.0,Np5+1 Cu+1 O2-3,-2.0,5.0,7.0,3.683941988
HgPuO3,Hg,Pu,rhombohedral,-2.166,-0.028,0.8,15.168,1.442,6.063,6.063,6.063,58.4,58.4,58.4,-0.013,Hg1 Pu1 O3,8.0,94.0,86.0,39.6,37.92,8.0,24.0,87.0,63.0,71.2,18.96,87.0,15.9994,244.0,228.0006,98.51764,99.021888,15.9994,54.8,913.0,858.2,262.344,260.2624,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,187.0,121.0,103.4,44.88,66.0,1.28,3.44,2.16,2.72,0.864,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,4.0,4.8,0.0,6.0,26.0,20.0,10.4,6.24,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,8.0,8.0,2.8,2.08,2.0,9.105,25.23758621,16.13258621,14.12651724,6.02582069,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,11.0,166.0,155.0,42.6,49.36,12.0,Hg2+1 Pu4+1 O2-3,-2.0,4.0,6.0,3.380617019
PrCdO3,Pr,Cd,orthorhombic,-2.166,0.117,0.0,14.152,0.0,5.678,6.104,8.166,90.0,90.0,90.0,-0.266,Pr1 Cd1 O3,8.0,59.0,51.0,26.2,21.84,8.0,17.0,87.0,70.0,69.6,21.04,87.0,15.9994,140.90765,124.90825,60.26337,53.116764,15.9994,54.8,1204.0,1149.2,392.524,405.2688,54.8,3.0,16.0,13.0,12.6,4.08,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,203.0,137.0,109.0,51.6,66.0,1.13,3.44,2.31,2.628,0.9744,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,3.0,3.0,0.6,0.96,0.0,5.0,12.0,7.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.2,3.52,0.0,0.0,11.0,11.0,3.4,3.04,2.0,9.105,35.675,26.57,16.497,8.8704,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Pr4+1 Cd2+1 O2-3,-2.0,4.0,6.0,3.380617019
SmPdO3,Sm,Pd,orthorhombic,-2.166,-0.056,0.002,12.389,0.0,5.466,5.931,7.642,90.0,90.0,90.0,0.347,Sm1 Pd1 O3,8.0,62.0,54.0,26.4,22.08,8.0,23.0,87.0,64.0,69.2,21.36,87.0,15.9994,150.36,134.3606,60.95564,53.947488,15.9994,54.8,1828.05,1773.25,667.49,735.228,54.8,3.0,16.0,13.0,12.2,4.56,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,198.0,132.0,107.0,49.2,66.0,1.17,3.44,2.27,2.738,0.8424,3.44,0.0,2.0,2.0,1.6,0.64,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,6.0,6.0,1.2,1.92,0.0,6.0,10.0,4.0,7.2,1.44,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,8.0,8.0,2.8,2.08,2.0,9.105,33.23,24.125,14.991,7.2956,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,85.4,88.08,12.0,Sm2+1 Pd4+1 O2-3,-2.0,4.0,6.0,3.380617019
CsLuO3,Cs,Lu,cubic,-2.164,0.381,0.401,17.185,0.0,4.413,4.413,4.413,90.0,90.0,90.0,-0.707,Cs1 Lu1 O3,8.0,71.0,63.0,30.0,26.4,8.0,5.0,87.0,82.0,61.4,30.72,87.0,15.9994,174.9668,158.9674,71.17409038,66.20962846,15.9994,54.8,1936.0,1881.2,480.398,582.2408,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,244.0,178.0,125.8,71.76,66.0,0.79,3.44,2.65,2.476,1.1568,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,17.0,16.0,7.2,3.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,115.765,106.66,34.389,32.5504,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Cs0+1 Lu0+1 O0+3,0.0,0.0,0.0,0.0
AlThO3,Al,Th,cubic,-2.164,1.466,-0.156,18.528,0.0,4.525,4.525,4.525,90.0,90.0,90.0,-2.435,Al1 Th1 O3,8.0,90.0,82.0,25.4,25.84,8.0,16.0,87.0,71.0,70.0,21.6,87.0,15.9994,232.03806,216.03866,61.40355972,68.25380011,15.9994,54.8,2023.0,1968.2,624.174,683.2488,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,7.0,5.0,3.2,1.52,2.0,66.0,206.0,140.0,105.0,46.8,66.0,1.3,3.44,2.14,2.646,0.9528,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,32.37,23.265,15.233,7.3536,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Al0+1 Th0+1 O0+3,0.0,0.0,0.0,0.0
UAcO3,U,Ac,cubic,-2.164,1.345,0.602,20.164,0.0,4.654,4.654,4.654,90.0,90.0,90.0,0.184,U1 Ac1 O3,8.0,92.0,84.0,41.0,39.6,8.0,14.0,87.0,73.0,59.0,33.6,87.0,15.9994,238.02891,222.02951,102.605422,103.9272264,15.9994,54.8,1408.0,1353.2,579.08,629.136,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,4.0,2.4,2.0,66.0,215.0,149.0,121.8,66.96,66.0,1.1,3.44,2.34,2.56,1.056,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.4,0.48,0.0,0.0,3.0,3.0,0.6,0.96,0.0,3.0,6.0,3.0,5.4,0.96,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.6,4.32,0.0,0.0,11.0,11.0,2.2,3.52,0.0,2.0,20.0,18.0,7.0,6.0,2.0,9.105,44.5125,35.4075,18.3705,11.1186,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,64.8,64.08,12.0,U3+1 Ac3+1 O2-3,-2.0,3.0,5.0,3.273268354
VLiO3,V,Li,orthorhombic,-2.164,0.208,0.0,8.948,1.794,4.691,5.019,7.601,90.0,90.0,90.0,-5.697,V1 Li1 O3,3.0,23.0,20.0,10.0,5.2,8.0,1.0,87.0,86.0,61.6,30.48,87.0,6.941,50.9415,44.0005,21.17614,11.906144,15.9994,54.8,2183.0,2128.2,560.218,649.1128,54.8,1.0,16.0,15.0,10.8,6.24,16.0,2.0,4.0,2.0,2.4,0.64,2.0,66.0,153.0,87.0,95.8,35.76,66.0,0.98,3.44,2.46,2.586,1.0248,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.8,1.52,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.8,1.68,2.0,9.105,16.59333333,7.488333333,11.38366667,2.7344,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.8,104.16,12.0,V5+1 Li+1 O2-3,-2.0,5.0,7.0,3.683941988
TlNdO3,Tl,Nd,orthorhombic,-2.164,0.115,0.0,15.638,1.014,5.955,6.036,8.702,90.0,90.0,90.0,-3.035,Tl1 Nd1 O3,8.0,81.0,73.0,33.0,30.0,8.0,19.0,87.0,68.0,71.2,20.88,87.0,15.9994,204.3833,188.3839,79.3247,75.99036,15.9994,54.8,1294.0,1239.2,407.08,422.736,54.8,3.0,16.0,13.0,12.8,3.92,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,201.0,135.0,108.8,51.36,66.0,1.14,3.44,2.3,2.616,0.9888,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,14.0,14.0,3.6,4.32,0.0,6.0,27.0,21.0,10.2,6.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.2,2.64,2.0,9.105,34.81,25.705,17.807,10.4424,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tl3+1 Nd3+1 O2-3,-2.0,3.0,5.0,3.273268354
NdSnO3,Nd,Sn,cubic,-2.162,0.615,0.0,14.186,0.0,4.139,4.139,4.139,90.0,90.0,90.0,2.655,Nd1 Sn1 O3,8.0,60.0,52.0,26.8,22.56,8.0,19.0,87.0,68.0,72.0,21.2,87.0,15.9994,144.242,128.2426,62.19004,55.428768,15.9994,54.8,1294.0,1239.2,392.696,405.4752,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,201.0,135.0,107.6,49.92,66.0,1.14,3.44,2.3,2.684,0.9072,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,4.0,4.0,0.8,1.28,0.0,6.0,14.0,8.0,7.6,2.56,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,8.0,4.0,2.4,2.0,9.105,34.81,25.705,19.082,11.9724,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,74.2,74.64,12.0,Nd3+1 Sn3+1 O2-3,-2.0,3.0,5.0,3.273268354
GeThO3,Ge,Th,cubic,-2.162,0.978,0.0,18.789,0.323,4.546,4.546,4.546,90.0,90.0,90.0,2.191,Ge1 Th1 O3,8.0,90.0,82.0,29.2,25.44,8.0,16.0,87.0,71.0,71.2,22.08,87.0,15.9994,232.03806,216.03866,70.535252,65.4430224,15.9994,54.8,2023.0,1968.2,679.76,749.952,54.8,3.0,16.0,13.0,13.0,4.0,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,104.8,46.56,66.0,1.3,3.44,2.14,2.726,0.8568,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8,1.44,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,7.2,2.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.8,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.6,1.92,2.0,9.105,32.37,23.265,16.538,8.9196,9.105,0.0,0.383,0.383,0.0766,0.12256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,Ge2+1 Th4+1 O2-3,-2.0,4.0,6.0,3.380617019
NaLuO3,Na,Lu,rhombohedral,-2.162,0.399,0.4,13.882,0.0,5.762,5.762,5.762,61.2,61.2,61.2,-1.171,Na1 Lu1 O3,8.0,71.0,63.0,21.2,19.92,8.0,2.0,87.0,85.0,60.8,31.44,87.0,15.9994,174.9668,158.9674,49.19095386,50.31033846,15.9994,54.8,1936.0,1881.2,494.254,576.6984,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,187.0,121.0,110.2,53.04,66.0,0.93,3.44,2.51,2.504,1.1232,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,14.0,14.0,2.8,4.48,0.0,1.0,17.0,16.0,7.2,3.92,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,8.0,3.2,2.32,2.0,9.105,29.24333333,20.13833333,17.08466667,9.5756,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Na0+1 Lu0+1 O0+3,0.0,0.0,0.0,0.0
PaThO3,Pa,Th,cubic,-2.162,1.309,0.573,19.206,0.0,4.579,4.579,4.579,90.0,90.0,90.0,0.173,Pa1 Th1 O3,8.0,91.0,83.0,41.0,39.6,8.0,16.0,87.0,71.0,59.0,33.6,87.0,15.9994,232.03806,216.03866,102.214424,103.4580288,15.9994,54.8,2023.0,1968.2,806.48,902.016,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,4.0,2.4,2.0,66.0,206.0,140.0,120.8,65.76,66.0,1.3,3.44,2.14,2.624,0.9792,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,2.0,2.0,0.4,0.64,0.0,4.0,6.0,2.0,5.4,0.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,3.4,4.08,0.0,0.0,12.0,12.0,2.4,3.84,0.0,2.0,21.0,19.0,7.0,6.0,2.0,9.105,32.37,23.265,16.973,9.4416,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,80.0,81.6,12.0,Pa0+1 Th0+1 O0+3,0.0,0.0,0.0,0.0
AlTiO3,Al,Ti,cubic,-2.161,1.032,0.0,11.337,0.0,3.841,3.841,3.841,90.0,90.0,90.0,0.011,Al1 Ti1 O3,8.0,22.0,14.0,11.8,4.56,8.0,43.0,87.0,44.0,75.4,13.92,87.0,15.9994,47.867,31.8676,24.56934772,10.28393726,15.9994,54.8,1941.0,1886.2,607.774,663.5688,54.8,4.0,16.0,12.0,13.0,3.6,16.0,2.0,4.0,2.0,2.6,0.72,2.0,66.0,160.0,94.0,95.8,35.76,66.0,1.54,3.44,1.9,2.694,0.8952,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,2.0,2.0,0.4,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,16.69,7.585,12.097,3.5904,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Al3+1 Ti3+1 O2-3,-2.0,3.0,5.0,3.273268354
DyAcO3,Dy,Ac,cubic,-2.161,1.554,0.0,20.224,0.0,4.659,4.659,4.659,90.0,90.0,90.0,0.805,Dy1 Ac1 O3,8.0,89.0,81.0,35.8,33.36,8.0,14.0,87.0,73.0,61.2,30.96,87.0,15.9994,227.0,211.0006,87.49964,85.800288,15.9994,54.8,1685.0,1630.2,634.48,695.616,54.8,3.0,16.0,13.0,10.8,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,121.0,66.0,66.0,1.1,3.44,2.34,2.528,1.0944,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,10.0,10.0,2.0,3.2,0.0,3.0,12.0,9.0,6.6,2.16,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,4.0,4.0,0.8,1.28,0.0,2.0,9.0,7.0,3.8,2.16,2.0,9.105,44.5125,35.4075,20.6135,13.8102,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Dy3+1 Ac3+1 O2-3,-2.0,3.0,5.0,3.273268354
PmPdO3,Pm,Pd,orthorhombic,-2.16,-0.06,0.001,12.489,0.0,5.486,5.934,7.672,90.0,90.0,90.0,0.446,Pm1 Pd1 O3,8.0,61.0,53.0,26.2,21.84,8.0,21.0,87.0,66.0,68.8,21.84,87.0,15.9994,145.0,129.0006,59.88364,52.661088,15.9994,54.8,1828.05,1773.25,673.09,741.948,54.8,3.0,16.0,13.0,12.2,4.56,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,199.0,133.0,107.2,49.44,66.0,1.155,3.44,2.285,2.735,0.846,3.44,0.0,2.0,2.0,1.6,0.64,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,5.0,5.0,1.0,1.6,0.0,6.0,10.0,4.0,7.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.8,2.88,0.0,0.0,9.0,9.0,3.0,2.4,2.0,9.105,33.8425,24.7375,15.1135,7.4916,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,Pm0+1 Pd0+1 O0+3,0.0,0.0,0.0,0.0
RbErO3,Rb,Er,orthorhombic,-2.159,0.358,0.4,17.311,0.0,6.243,6.267,8.849,90.0,90.0,90.0,-0.704,Rb1 Er1 O3,8.0,68.0,60.0,25.8,21.36,8.0,4.0,87.0,83.0,60.0,32.4,87.0,15.9994,167.259,151.2596,60.145,52.97472,15.9994,54.8,1770.0,1715.2,449.372,528.2512,54.8,1.0,16.0,15.0,10.4,6.72,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,220.0,154.0,121.4,66.48,66.0,0.82,3.44,2.62,2.476,1.1568,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,4.0,4.0,2.4,1.92,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.4,3.84,0.0,1.0,14.0,13.0,6.6,2.96,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,2.0,2.0,1.2,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4,0.64,0.0,1.0,2.0,1.0,1.8,0.32,2.0,9.105,90.7225,81.6175,29.7245,24.7434,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,Rb0+1 Er0+1 O0+3,0.0,0.0,0.0,0.0
TlTiO3,Tl,Ti,orthorhombic,-2.156,0.165,0.0,12.0,0.0,5.513,5.57,7.815,90.0,90.0,90.0,1.152,Tl1 Ti1 O3,8.0,81.0,73.0,25.4,22.24,8.0,43.0,87.0,44.0,76.0,13.2,87.0,15.9994,204.3833,188.3839,60.0497,57.73344,15.9994,54.8,1941.0,1886.2,536.48,578.016,54.8,4.0,16.0,12.0,13.0,3.6,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,160.0,94.0,100.6,41.52,66.0,1.54,3.44,1.9,2.696,0.8928,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6,1.68,4.0,0.0,10.0,10.0,2.4,3.04,0.0,0.0,14.0,14.0,2.8,4.48,0.0,4.0,27.0,23.0,9.8,6.88,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.12,2.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.8,2.16,2.0,9.105,26.91,17.805,14.183,6.0936,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,12.0,194.0,182.0,84.8,87.36,12.0,Tl3+1 Ti3+1 O2-3,-2.0,3.0,5.0,3.273268354
